ID,Area,Priority,Package Weight (kg)
8361,Sheikh Zayed,5,0.8
8362,6th of October,1,6.2
8363,Mohandessin,2,1.5
8364,5th Settlement,4,5.3
8365,Garden City,3,0.3
8366,Maadi,1,8.2
8367,Garden City,4,4.6
8368,Manial,3,2.0
8369,New Cairo,2,8.1
8370,Sheikh Zayed,4,9.2
8371,Maadi,3,0.7
8372,5th Settlement,5,7.3
8373,Garden City,1,7.4
8374,New Cairo,1,9.8
8375,Agouza,1,2.2
8376,Ain Shams,1,5.9
8377,Madinaty,5,8.3
8378,Agouza,4,4.9
8379,New Cairo,3,1.4
8380,5th Settlement,3,9.9
8381,Helwan,4,1.2
8382,Sheikh Zayed,1,6.1
8383,Maadi,4,3.1
8384,Shubra,4,2.1
8385,Sheikh Zayed,1,3.1
8386,Madinaty,2,5.8
8387,Nasr City,3,5.8
8388,5th Settlement,1,5.9
8389,Ain Shams,1,1.5
8390,Manial,3,1.8
8391,Maadi,2,2.8
8392,Helwan,5,9.7
8393,Downtown,3,6.0
8394,Manial,1,5.3
8395,6th of October,2,4.7
8396,Heliopolis,5,0.5
8397,Rehab,4,7.5
8398,Ain Shams,4,2.9
8399,Helwan,1,3.7
8400,Zamalek,5,6.6
8401,New Cairo,5,9.0
8402,Mohandessin,1,7.2
8403,Downtown,5,5.1
8404,Sheikh Zayed,4,3.3
8405,New Cairo,1,7.0
8406,Dokki,2,5.7
8407,Garden City,2,6.5
8408,Ain Shams,1,9.7
8409,Helwan,5,7.4
8410,Manial,3,3.8
8411,Ain Shams,4,1.7
8412,Sheikh Zayed,2,3.0
8413,Rehab,2,1.1
8414,Shubra,4,7.0
8415,Agouza,2,1.9
8416,Zamalek,3,6.6
8417,Sheikh Zayed,1,1.0
8418,Sheikh Zayed,2,4.7
8419,Downtown,4,3.0
8420,Giza,5,8.3
8421,Manial,5,3.2
8422,Nasr City,4,6.0
8423,Garden City,2,9.3
8424,Downtown,2,4.7
8425,Heliopolis,4,6.6
8426,Agouza,1,6.3
8427,Dokki,2,9.8
8428,Agouza,1,4.8
8429,Ain Shams,3,0.5
8430,5th Settlement,4,8.3
8431,5th Settlement,3,0.7
8432,Rehab,5,8.1
8433,New Cairo,1,3.3
8434,Rehab,4,6.3
8435,Giza,2,5.0
8436,Zamalek,5,6.0
8437,Maadi,4,5.5
8438,Rehab,5,7.5
8439,Agouza,1,0.8
8440,Manial,1,3.3
8441,6th of October,3,5.6
8442,Manial,4,5.1
8443,5th Settlement,2,1.8
8444,5th Settlement,5,5.1
8445,Mohandessin,5,4.5
8446,Downtown,1,0.3
8447,Shubra,1,6.9
8448,Agouza,4,1.6
8449,Dokki,1,6.8
8450,Manial,1,9.4
8451,Giza,1,6.4
8452,5th Settlement,1,5.5
8453,Agouza,5,1.6
8454,Shubra,1,5.3
8455,Downtown,1,5.2
8456,Madinaty,1,6.5
8457,Shubra,5,9.2
8458,Heliopolis,1,0.5
8459,Downtown,2,4.6
8460,Downtown,5,4.9
8461,Shubra,5,5.6
8462,Garden City,2,6.1
8463,Sheikh Zayed,4,2.8
8464,Manial,4,6.6
8465,Garden City,3,9.2
8466,Madinaty,3,0.5
8467,Manial,4,4.7
8468,Garden City,2,8.6
8469,Rehab,1,3.4
8470,Rehab,2,8.0
8471,Dokki,2,7.4
8472,Giza,3,1.1
8473,Giza,4,6.4
8474,Maadi,3,6.8
8475,Zamalek,5,1.4
8476,Manial,2,4.8
8477,New Cairo,3,5.2
8478,Helwan,5,0.5
8479,Heliopolis,1,5.4
8480,6th of October,4,3.2
8481,Heliopolis,2,9.5
8482,Giza,1,9.4
8483,5th Settlement,4,2.1
8484,Shubra,5,1.2
8485,Maadi,5,6.1
8486,Rehab,5,6.4
8487,Maadi,2,4.5
8488,6th of October,3,2.4
8489,Sheikh Zayed,3,3.6
8490,Madinaty,5,2.7
8491,Nasr City,2,8.1
8492,Ain Shams,4,8.2
8493,Nasr City,1,9.5
8494,Downtown,5,4.4
8495,Mohandessin,4,3.3
8496,Mohandessin,1,5.1
8497,Madinaty,3,3.6
8498,Dokki,5,4.6
8499,Downtown,4,9.1
8500,Sheikh Zayed,4,2.4
8501,Mohandessin,1,9.6
8502,Zamalek,3,1.5
8503,6th of October,2,5.6
8504,Garden City,2,10.0
8505,Zamalek,4,1.8
8506,Helwan,1,8.6
8507,New Cairo,5,5.5
8508,Ain Shams,4,2.5
8509,Rehab,2,0.3
8510,Shubra,4,3.1
8511,Shubra,2,7.1
8512,Helwan,5,7.3
8513,6th of October,1,3.6
8514,Madinaty,3,9.2
8515,Manial,1,7.4
8516,Rehab,1,4.3
8517,Dokki,2,3.4
8518,Heliopolis,4,0.9
8519,Zamalek,3,5.7
8520,Heliopolis,2,8.9
8521,6th of October,3,7.9
8522,Shubra,1,6.7
8523,New Cairo,5,7.1
8524,Madinaty,4,2.1
8525,Downtown,5,2.9
8526,Downtown,5,8.1
8527,Garden City,2,4.1
8528,Nasr City,2,7.7
8529,Helwan,1,4.3
8530,Agouza,4,5.8
8531,Dokki,1,7.1
8532,Mohandessin,4,5.6
8533,Rehab,1,3.8
8534,Shubra,4,6.0
8535,Zamalek,1,4.2
8536,Giza,4,1.5
8537,New Cairo,2,9.2
8538,Maadi,2,8.1
8539,Downtown,2,8.0
8540,Garden City,3,6.8
8541,5th Settlement,1,6.2
8542,Mohandessin,4,0.8
8543,5th Settlement,2,9.7
8544,Madinaty,3,8.9
8545,Nasr City,1,6.2
8546,Rehab,5,4.8
8547,Downtown,3,0.8
8548,Shubra,1,2.8
8549,Nasr City,5,2.8
8550,Garden City,3,1.7
8551,6th of October,4,0.7
8552,Ain Shams,3,9.1
8553,Shubra,1,1.5
8554,Shubra,2,1.2
8555,Downtown,4,4.9
8556,Agouza,5,2.3
8557,Helwan,4,7.8
8558,Giza,3,8.9
8559,Dokki,2,5.9
8560,Rehab,4,4.9
8561,New Cairo,1,8.5
8562,Maadi,1,3.1
8563,5th Settlement,3,2.2
8564,Dokki,3,0.1
8565,Mohandessin,3,3.5
8566,New Cairo,5,7.8
8567,Downtown,2,4.1
8568,5th Settlement,2,5.4
8569,6th of October,4,5.8
8570,Garden City,1,7.6
8571,Helwan,3,2.6
8572,Zamalek,3,3.8
8573,6th of October,5,6.9
8574,Downtown,3,8.3
8575,New Cairo,5,1.0
8576,Sheikh Zayed,4,4.6
8577,Giza,2,5.9
8578,Nasr City,3,0.7
8579,Giza,3,0.2
8580,Madinaty,4,2.5
8581,Sheikh Zayed,2,4.3
8582,Sheikh Zayed,3,0.6
8583,Maadi,1,5.1
8584,5th Settlement,4,7.3
8585,Zamalek,3,9.7
8586,Zamalek,3,2.1
8587,Zamalek,3,1.0
8588,Madinaty,5,2.4
8589,Heliopolis,1,4.2
8590,5th Settlement,1,4.9
8591,Heliopolis,1,5.5
8592,Shubra,5,6.2
8593,6th of October,2,3.3
8594,Rehab,1,3.4
8595,5th Settlement,1,4.1
8596,Ain Shams,5,1.5
8597,Garden City,1,6.6
8598,New Cairo,2,3.8
8599,Mohandessin,1,7.1
8600,Maadi,2,4.1
8601,Dokki,5,2.0
8602,Giza,3,4.4
8603,Nasr City,3,9.1
8604,Downtown,2,9.2
8605,Heliopolis,1,3.0
8606,Downtown,1,3.0
8607,Madinaty,1,4.1
8608,Zamalek,3,1.1
8609,Agouza,5,3.3
8610,Heliopolis,4,1.5
8611,Garden City,2,4.3
8612,Sheikh Zayed,2,8.5
8613,Downtown,3,1.4
8614,Giza,2,0.5
8615,Agouza,2,8.7
8616,Dokki,1,1.9
8617,Downtown,1,3.8
8618,Manial,1,1.0
8619,Heliopolis,2,8.5
8620,6th of October,2,2.6
8621,Heliopolis,2,2.3
8622,Dokki,3,2.4
8623,Shubra,1,1.9
8624,Dokki,2,8.0
8625,New Cairo,3,7.4
8626,Ain Shams,3,8.3
8627,Mohandessin,3,3.4
8628,Shubra,3,1.9
8629,6th of October,5,7.7
8630,Nasr City,2,4.5
8631,Sheikh Zayed,4,2.7
8632,New Cairo,2,4.4
8633,Agouza,3,7.5
8634,Rehab,4,2.6
8635,Garden City,3,6.3
8636,5th Settlement,3,6.7
8637,Madinaty,2,1.9
8638,Zamalek,3,3.6
8639,Shubra,4,6.9
8640,Giza,5,3.8
8641,New Cairo,4,8.5
8642,Shubra,2,7.7
8643,Garden City,5,3.8
8644,Ain Shams,4,0.7
8645,New Cairo,4,3.1
8646,Helwan,2,7.8
8647,Agouza,3,2.6
8648,Rehab,3,1.7
8649,Shubra,4,9.2
8650,Garden City,3,7.2
8651,Agouza,4,2.2
8652,Agouza,5,1.4
8653,Garden City,2,8.9
8654,Shubra,4,3.0
8655,Downtown,3,9.2
8656,Madinaty,1,1.1
8657,Rehab,4,1.7
8658,5th Settlement,2,9.5
8659,Mohandessin,3,3.3
8660,Giza,5,4.2
8661,Garden City,5,7.5
8662,Heliopolis,4,0.4
8663,Downtown,3,7.3
8664,Agouza,2,5.7
8665,5th Settlement,1,6.2
8666,Helwan,2,4.2
8667,Sheikh Zayed,1,6.8
8668,Sheikh Zayed,2,1.1
8669,Zamalek,1,7.0
8670,Madinaty,2,2.5
8671,Shubra,1,4.8
8672,Dokki,1,4.8
8673,New Cairo,5,9.4
8674,Madinaty,5,6.2
8675,Nasr City,5,9.0
8676,Shubra,3,9.0
8677,Heliopolis,2,5.8
8678,6th of October,4,9.8
8679,Agouza,3,7.9
8680,Rehab,4,7.9
8681,New Cairo,2,1.9
8682,Dokki,4,7.5
8683,6th of October,3,8.4
8684,Mohandessin,2,7.5
8685,Rehab,2,6.0
8686,Agouza,5,7.5
8687,6th of October,1,6.3
8688,Agouza,3,2.2
8689,Zamalek,1,5.1
8690,Ain Shams,4,1.9
8691,Agouza,4,7.2
8692,Ain Shams,4,1.0
8693,Nasr City,4,9.9
8694,5th Settlement,2,6.9
8695,Garden City,5,2.3
8696,Heliopolis,4,1.2
8697,Helwan,5,1.2
8698,Shubra,2,0.4
8699,New Cairo,5,5.7
8700,Zamalek,2,0.4
8701,New Cairo,3,2.3
8702,Ain Shams,4,2.2
8703,Mohandessin,3,6.6
8704,Heliopolis,3,5.4
8705,Agouza,5,0.6
8706,New Cairo,1,8.0
8707,Zamalek,4,7.3
8708,Mohandessin,1,5.0
8709,New Cairo,5,0.8
8710,Shubra,1,1.0
8711,Agouza,5,9.8
8712,Zamalek,1,6.7
8713,6th of October,2,0.6
8714,Maadi,2,8.9
8715,Ain Shams,4,5.3
8716,Shubra,5,9.3
8717,Zamalek,5,10.0
8718,Garden City,3,6.1
8719,Mohandessin,3,1.5
8720,Giza,3,5.1
8721,Downtown,1,5.6
8722,Mohandessin,1,2.2
8723,Madinaty,5,4.3
8724,Heliopolis,4,9.8
8725,Agouza,1,8.4
8726,5th Settlement,4,2.1
8727,Giza,4,0.7
8728,Zamalek,4,1.1
8729,Downtown,1,1.2
8730,6th of October,1,5.9
8731,6th of October,4,10.0
8732,Nasr City,2,6.7
8733,Sheikh Zayed,5,9.7
8734,Zamalek,3,8.0
8735,Downtown,5,1.0
8736,6th of October,3,4.6
8737,Madinaty,1,1.5
8738,Manial,2,7.7
8739,Madinaty,5,9.7
8740,Shubra,3,3.7
8741,Mohandessin,5,8.6
8742,5th Settlement,1,0.8
8743,Madinaty,3,0.5
8744,Heliopolis,4,6.2
8745,Agouza,3,1.3
8746,Downtown,1,1.8
8747,Maadi,1,3.5
8748,Zamalek,3,7.1
8749,Maadi,4,2.3
8750,Ain Shams,2,6.0
8751,Ain Shams,5,3.9
8752,Helwan,3,2.6
8753,Giza,2,1.8
8754,Madinaty,3,7.6
8755,Nasr City,2,8.9
8756,6th of October,4,6.4
8757,Zamalek,4,7.2
8758,Manial,5,5.9
8759,Sheikh Zayed,3,2.8
8760,Manial,3,4.3
8761,Manial,2,5.1
8762,Nasr City,3,9.8
8763,Giza,4,1.1
8764,Shubra,2,4.6
8765,Sheikh Zayed,3,3.7
8766,Dokki,4,8.9
8767,Zamalek,4,6.4
8768,Shubra,2,1.6
8769,Helwan,4,7.6
8770,New Cairo,4,3.7
8771,Madinaty,1,8.8
8772,Zamalek,3,6.7
8773,New Cairo,1,8.6
8774,Nasr City,4,8.4
8775,Ain Shams,2,5.1
8776,Sheikh Zayed,4,2.7
8777,Heliopolis,1,7.8
8778,Ain Shams,4,0.1
8779,Maadi,3,5.5
8780,Heliopolis,4,9.9
8781,Downtown,1,1.4
8782,Dokki,2,4.8
8783,Heliopolis,1,5.1
8784,Dokki,2,3.6
8785,5th Settlement,2,2.4
8786,5th Settlement,2,1.9
8787,5th Settlement,3,2.9
8788,Downtown,5,4.8
8789,Manial,5,2.0
8790,Maadi,1,6.0
8791,Maadi,5,2.8
8792,Manial,1,2.8
8793,Heliopolis,1,2.4
8794,Helwan,1,9.4
8795,Giza,2,8.3
8796,Rehab,2,3.3
8797,Sheikh Zayed,5,1.7
8798,Nasr City,4,1.4
8799,Helwan,4,3.0
8800,Maadi,5,5.6
8801,Sheikh Zayed,2,7.6
8802,5th Settlement,1,0.4
8803,Nasr City,3,8.5
8804,6th of October,3,1.1
8805,Zamalek,5,2.5
8806,Downtown,5,3.4
8807,Heliopolis,3,7.6
8808,5th Settlement,4,3.0
8809,6th of October,2,8.0
8810,Dokki,1,5.6
8811,5th Settlement,5,6.5
8812,Shubra,2,2.3
8813,Madinaty,5,7.6
8814,Nasr City,2,6.5
8815,Agouza,1,4.7
8816,Heliopolis,2,6.7
8817,Manial,4,8.3
8818,Garden City,4,2.6
8819,Nasr City,3,6.0
8820,5th Settlement,3,8.2
8821,Madinaty,3,9.6
8822,6th of October,1,6.0
8823,New Cairo,2,5.5
8824,Nasr City,4,5.8
8825,Ain Shams,5,6.1
8826,6th of October,3,6.4
8827,Sheikh Zayed,5,8.9
8828,Ain Shams,1,8.0
8829,Maadi,4,3.8
8830,Rehab,2,3.4
8831,New Cairo,3,2.4
8832,Maadi,1,4.5
8833,Downtown,4,4.1
8834,Garden City,4,4.2
8835,Zamalek,3,6.7
8836,5th Settlement,1,5.9
8837,Garden City,1,1.5
8838,Mohandessin,4,5.2
8839,Manial,5,7.3
8840,Manial,4,1.7
8841,6th of October,4,3.0
8842,Madinaty,2,7.8
8843,Nasr City,5,3.3
8844,Dokki,2,2.9
8845,New Cairo,2,7.5
8846,Sheikh Zayed,1,2.2
8847,New Cairo,1,7.7
8848,Downtown,3,4.6
8849,Giza,3,1.2
8850,Shubra,5,2.5
8851,5th Settlement,3,1.2
8852,6th of October,5,3.2
8853,Shubra,2,9.3
8854,Agouza,4,8.4
8855,New Cairo,2,0.2
8856,Maadi,2,3.8
8857,Mohandessin,2,10.0
8858,Manial,3,6.6
8859,6th of October,3,6.8
8860,Garden City,1,1.9
8861,5th Settlement,2,3.3
8862,Garden City,1,5.3
8863,Downtown,5,2.9
8864,Dokki,5,4.4
8865,Rehab,2,6.0
8866,6th of October,2,1.1
8867,Downtown,1,6.0
8868,Ain Shams,4,3.1
8869,Dokki,1,5.5
8870,Garden City,5,3.7
8871,Shubra,4,1.8
8872,Madinaty,1,6.1
8873,Downtown,3,4.0
8874,Mohandessin,1,7.5
8875,Agouza,2,8.4
8876,6th of October,5,5.1
8877,Helwan,1,7.8
8878,Maadi,4,1.9
8879,Agouza,1,1.0
8880,Garden City,2,1.2
8881,Manial,2,2.2
8882,Madinaty,1,4.9
8883,Nasr City,1,6.1
8884,Dokki,5,6.5
8885,Ain Shams,1,6.5
8886,Dokki,3,3.8
8887,New Cairo,4,3.8
8888,Helwan,3,0.7
8889,6th of October,1,9.7
8890,Agouza,5,7.3
8891,Downtown,2,8.1
8892,Helwan,2,0.1
8893,Garden City,1,1.5
8894,Rehab,4,9.6
8895,5th Settlement,1,9.2
8896,Shubra,3,2.9
8897,6th of October,2,4.5
8898,Heliopolis,5,4.5
8899,Helwan,2,3.0
8900,Heliopolis,1,6.8
8901,Madinaty,4,6.7
8902,Ain Shams,3,9.7
8903,Dokki,4,0.7
8904,Ain Shams,1,6.5
8905,Agouza,2,1.3
8906,Giza,4,5.6
8907,Ain Shams,1,5.5
8908,Manial,1,8.0
8909,Garden City,1,1.6
8910,Shubra,4,6.8
8911,Rehab,1,6.3
8912,Madinaty,4,3.9
8913,Garden City,2,2.1
8914,Madinaty,1,1.6
8915,Agouza,2,5.4
8916,Downtown,4,0.8
8917,Sheikh Zayed,3,8.2
8918,Helwan,4,6.5
8919,Madinaty,1,2.3
8920,Downtown,5,0.9
8921,Nasr City,1,3.2
8922,Garden City,4,0.4
8923,Garden City,5,8.3
8924,Agouza,2,7.5
8925,Zamalek,2,8.7
8926,Ain Shams,3,1.5
8927,Sheikh Zayed,4,6.0
8928,Mohandessin,2,3.9
8929,5th Settlement,3,9.7
8930,5th Settlement,2,1.1
8931,Madinaty,4,8.0
8932,Zamalek,3,3.5
8933,Sheikh Zayed,2,9.0
8934,Heliopolis,3,0.5
8935,Nasr City,4,6.7
8936,Dokki,4,8.1
8937,Dokki,4,4.0
8938,Garden City,3,4.5
8939,Downtown,4,0.7
8940,New Cairo,3,1.9
8941,Garden City,2,9.4
8942,Helwan,4,4.9
8943,Shubra,5,3.2
8944,Ain Shams,3,4.7
8945,Sheikh Zayed,3,5.3
8946,Dokki,2,5.9
8947,Agouza,3,2.9
8948,Heliopolis,1,7.1
8949,Downtown,3,3.1
8950,Ain Shams,5,0.2
8951,Agouza,4,1.4
8952,5th Settlement,3,3.3
8953,Downtown,1,8.6
8954,Downtown,4,8.7
8955,Madinaty,2,8.8
8956,Garden City,3,6.0
8957,Manial,4,7.1
8958,Mohandessin,3,5.9
8959,New Cairo,2,6.9
8960,Agouza,1,0.8
8961,Helwan,1,3.1
8962,Mohandessin,3,1.9
8963,Rehab,5,8.9
8964,Nasr City,3,9.8
8965,Madinaty,5,9.1
8966,Downtown,3,4.7
8967,Sheikh Zayed,3,1.3
8968,Maadi,4,7.0
8969,Garden City,5,0.3
8970,Zamalek,3,5.3
8971,Downtown,2,4.6
8972,Downtown,1,2.0
8973,New Cairo,3,9.3
8974,Shubra,4,0.7
8975,Rehab,1,4.1
8976,Ain Shams,2,4.0
8977,Sheikh Zayed,4,6.7
8978,Heliopolis,1,2.1
8979,Downtown,1,9.9
8980,Maadi,5,8.2
8981,New Cairo,2,3.0
8982,New Cairo,5,3.9
8983,Mohandessin,4,2.1
8984,Agouza,4,8.5
8985,Sheikh Zayed,2,0.3
8986,5th Settlement,5,9.4
8987,Zamalek,2,4.1
8988,Giza,3,3.9
8989,6th of October,4,6.1
8990,Manial,2,8.8
8991,Helwan,4,0.3
8992,Maadi,1,2.9
8993,Downtown,3,8.7
8994,Zamalek,5,6.3
8995,Helwan,1,9.3
8996,Nasr City,1,8.3
8997,Giza,3,1.2
8998,Madinaty,3,4.0
8999,Sheikh Zayed,1,7.9
9000,Maadi,2,5.5
9001,Sheikh Zayed,5,9.5
9002,Maadi,3,6.4
9003,Zamalek,1,2.6
9004,New Cairo,2,2.9
9005,Shubra,4,0.7
9006,Giza,1,8.9
9007,Giza,2,6.9
9008,Heliopolis,3,5.3
9009,Mohandessin,4,5.2
9010,Giza,3,3.2
9011,Mohandessin,1,5.1
9012,Nasr City,1,6.3
9013,Sheikh Zayed,3,9.2
9014,Rehab,1,3.9
9015,Rehab,5,4.9
9016,Zamalek,5,2.7
9017,Rehab,1,0.5
9018,Manial,5,4.1
9019,Mohandessin,4,7.0
9020,Ain Shams,1,7.0
9021,Sheikh Zayed,4,1.2
9022,Sheikh Zayed,4,4.3
9023,Agouza,5,1.2
9024,Shubra,4,4.8
9025,Sheikh Zayed,2,3.6
9026,Dokki,4,6.7
9027,Maadi,3,0.8
9028,Giza,5,8.7
9029,Mohandessin,3,2.2
9030,5th Settlement,1,3.6
9031,Ain Shams,3,5.9
9032,Downtown,5,4.5
9033,Helwan,2,3.8
9034,Agouza,5,9.9
9035,Sheikh Zayed,2,7.7
9036,Shubra,4,2.9
9037,Heliopolis,4,6.6
9038,Madinaty,3,9.1
9039,Zamalek,3,5.6
9040,New Cairo,4,5.4
9041,Madinaty,5,4.3
9042,Nasr City,2,8.7
9043,Sheikh Zayed,3,0.2
9044,Rehab,2,2.1
9045,Shubra,4,4.8
9046,Garden City,3,6.0
9047,Helwan,1,3.2
9048,Downtown,5,1.7
9049,6th of October,4,3.8
9050,Garden City,1,1.2
9051,Rehab,2,8.1
9052,Nasr City,5,9.4
9053,Madinaty,2,9.2
9054,Nasr City,4,8.9
9055,Garden City,5,7.7
9056,Dokki,4,8.7
9057,Madinaty,4,8.0
9058,Heliopolis,1,9.2
9059,Sheikh Zayed,3,8.8
9060,Downtown,4,1.5
9061,Shubra,2,6.6
9062,Manial,1,0.1
9063,Zamalek,2,0.2
9064,Downtown,3,0.8
9065,6th of October,3,1.5
9066,Maadi,3,4.9
9067,Madinaty,4,7.4
9068,Heliopolis,5,9.9
9069,Ain Shams,1,8.4
9070,Agouza,4,6.8
9071,Helwan,5,1.2
9072,Shubra,4,4.4
9073,Ain Shams,3,7.7
9074,Manial,4,0.5
9075,Garden City,2,5.3
9076,New Cairo,1,2.9
9077,Helwan,2,0.3
9078,6th of October,2,1.7
9079,Shubra,3,9.9
9080,Rehab,5,2.0
9081,Dokki,2,2.1
9082,Agouza,1,8.4
9083,Garden City,5,7.6
9084,Rehab,1,7.1
9085,6th of October,4,3.7
9086,Ain Shams,1,6.8
9087,Giza,4,7.6
9088,Agouza,1,7.9
9089,Giza,1,0.9
9090,Heliopolis,1,7.5
9091,Downtown,4,0.8
9092,Sheikh Zayed,1,0.2
9093,Helwan,5,1.4
9094,Mohandessin,3,5.8
9095,Giza,5,8.5
9096,5th Settlement,2,4.6
9097,6th of October,5,2.3
9098,Mohandessin,3,5.1
9099,Zamalek,5,5.0
9100,6th of October,5,2.0
9101,Agouza,1,4.1
9102,Shubra,2,8.2
9103,Sheikh Zayed,4,9.7
9104,Shubra,3,9.9
9105,Garden City,2,6.8
9106,Mohandessin,1,0.3
9107,Madinaty,2,9.4
9108,Ain Shams,4,8.2
9109,Sheikh Zayed,2,3.7
9110,5th Settlement,3,3.2
9111,Agouza,2,2.7
9112,Madinaty,2,9.9
9113,Maadi,1,3.0
9114,Downtown,1,6.9
9115,Maadi,1,5.5
9116,Shubra,1,3.1
9117,Agouza,1,3.3
9118,Giza,3,5.6
9119,Downtown,4,2.2
9120,Shubra,2,8.8
9121,Mohandessin,2,7.3
9122,Ain Shams,2,3.3
9123,Mohandessin,1,3.9
9124,Maadi,1,1.0
9125,Agouza,1,7.3
9126,Manial,5,5.3
9127,5th Settlement,4,2.4
9128,Nasr City,3,5.3
9129,5th Settlement,1,8.6
9130,Garden City,3,1.8
9131,New Cairo,1,7.0
9132,Manial,2,3.4
9133,Maadi,5,6.3
9134,Maadi,3,7.4
9135,Rehab,4,7.1
9136,Garden City,4,4.3
9137,5th Settlement,1,4.0
9138,Zamalek,2,5.2
9139,Ain Shams,5,9.9
9140,Agouza,3,0.8
9141,New Cairo,4,7.8
9142,Helwan,2,8.5
9143,Zamalek,1,0.8
9144,5th Settlement,2,9.8
9145,Garden City,1,6.8
9146,Ain Shams,4,8.6
9147,Manial,4,9.3
9148,6th of October,2,6.2
9149,Agouza,1,1.0
9150,Downtown,4,7.5
9151,Madinaty,4,6.1
9152,Helwan,1,7.4
9153,Heliopolis,4,7.6
9154,Ain Shams,4,8.1
9155,Heliopolis,5,6.9
9156,Shubra,2,5.0
9157,5th Settlement,2,6.6
9158,Garden City,4,4.2
9159,Helwan,1,5.5
9160,Shubra,2,1.0
9161,Shubra,2,4.7
9162,Dokki,4,6.0
9163,Rehab,5,4.4
9164,Sheikh Zayed,1,8.3
9165,Mohandessin,4,5.7
9166,Zamalek,4,6.5
9167,Giza,2,9.9
9168,Manial,5,2.0
9169,Nasr City,4,9.7
9170,Agouza,2,3.0
9171,Agouza,5,8.1
9172,Giza,3,1.2
9173,Madinaty,4,6.3
9174,Giza,5,1.6
9175,Shubra,3,8.4
9176,Mohandessin,5,0.3
9177,5th Settlement,1,3.8
9178,Zamalek,3,3.2
9179,Rehab,1,1.3
9180,Shubra,3,8.9
9181,Agouza,2,4.9
9182,Downtown,5,5.8
9183,Helwan,4,9.6
9184,Zamalek,5,3.6
9185,Zamalek,1,5.4
9186,6th of October,5,8.4
9187,Maadi,3,4.3
9188,Nasr City,5,7.8
9189,New Cairo,5,1.9
9190,Dokki,5,7.1
9191,5th Settlement,4,9.5
9192,Rehab,1,3.6
9193,Nasr City,2,6.3
9194,Nasr City,1,5.9
9195,Downtown,3,1.1
9196,Zamalek,5,6.4
9197,Maadi,4,4.0
9198,Agouza,1,2.8
9199,Manial,3,4.1
9200,Dokki,2,1.6
9201,Mohandessin,4,2.3
9202,Heliopolis,5,6.1
9203,Dokki,1,0.3
9204,Madinaty,2,0.2
9205,Downtown,3,0.3
9206,Shubra,4,7.9
9207,Agouza,4,1.5
9208,Madinaty,3,3.7
9209,Giza,4,9.9
9210,Zamalek,3,8.9
9211,Manial,3,3.1
9212,Madinaty,3,9.0
9213,Shubra,5,0.6
9214,Mohandessin,3,9.0
9215,New Cairo,3,6.5
9216,Giza,1,2.3
9217,Ain Shams,5,2.9
9218,Ain Shams,3,9.8
9219,Sheikh Zayed,2,9.3
9220,New Cairo,5,6.7
9221,6th of October,5,2.1
9222,Garden City,3,7.4
9223,Ain Shams,2,6.6
9224,Madinaty,2,8.6
9225,Shubra,3,4.4
9226,Garden City,2,5.2
9227,Rehab,4,0.4
9228,Madinaty,1,3.7
9229,Manial,3,9.3
9230,Ain Shams,5,2.5
9231,New Cairo,3,5.7
9232,Ain Shams,5,2.5
9233,5th Settlement,1,6.9
9234,6th of October,3,3.6
9235,Helwan,1,8.0
9236,5th Settlement,3,6.0
9237,Dokki,1,4.1
9238,Mohandessin,3,0.6
9239,Manial,2,1.8
9240,Rehab,4,5.7
9241,Madinaty,2,2.4
9242,Agouza,3,8.5
9243,Helwan,1,2.8
9244,Nasr City,1,2.5
9245,Giza,5,4.3
9246,Heliopolis,3,9.9
9247,Downtown,1,0.5
9248,Giza,1,3.1
9249,5th Settlement,1,6.6
9250,Giza,2,3.2
9251,Downtown,4,8.9
9252,Garden City,2,6.0
9253,Manial,3,7.5
9254,Heliopolis,1,2.0
9255,Helwan,5,1.5
9256,Dokki,4,0.4
9257,Rehab,3,3.6
9258,Ain Shams,4,1.6
9259,Helwan,1,9.1
9260,Sheikh Zayed,3,6.9
9261,Sheikh Zayed,2,5.0
9262,Helwan,3,5.6
9263,Zamalek,3,3.0
9264,Ain Shams,1,6.4
9265,Zamalek,5,8.0
9266,Heliopolis,1,2.4
9267,6th of October,3,4.8
9268,Giza,2,8.3
9269,Maadi,4,6.9
9270,Dokki,5,1.4
9271,Ain Shams,4,8.5
9272,Rehab,3,2.1
9273,Downtown,1,3.9
9274,Madinaty,3,6.7
9275,Dokki,4,9.6
9276,Heliopolis,2,2.6
9277,Nasr City,5,7.6
9278,Heliopolis,5,2.6
9279,Rehab,4,9.8
9280,Agouza,5,1.7
9281,Ain Shams,5,9.3
9282,Manial,4,2.4
9283,Garden City,5,2.5
9284,Zamalek,4,6.0
9285,Maadi,3,7.5
9286,Giza,5,3.4
9287,5th Settlement,2,8.2
9288,Downtown,4,9.2
9289,Heliopolis,2,4.5
9290,Mohandessin,3,9.5
9291,Sheikh Zayed,5,7.8
9292,Maadi,3,5.4
9293,Zamalek,3,5.1
9294,Maadi,2,6.5
9295,Garden City,4,3.8
9296,Maadi,2,3.0
9297,Garden City,1,5.6
9298,Downtown,4,2.5
9299,Helwan,4,3.7
9300,Dokki,5,3.8
9301,Heliopolis,3,6.1
9302,Nasr City,3,3.0
9303,Mohandessin,1,6.3
9304,Mohandessin,3,5.3
9305,Manial,3,2.6
9306,Zamalek,1,2.3
